2.545584412271570951e+00 0.000000000000000000e+00
5.091168824543141902e+00 4.588565175461281456e+02
7.636753236814712409e+00 1.537393952777179607e+02
1.018233764908628380e+01 8.856325155775323310e+01
1.272792206135785520e+01 5.840999214469837142e+01
1.527350647362942482e+01 1.615384065879858966e+01
1.781909088590099799e+01 2.237630282978622276e+01
2.036467529817256761e+01 1.256195971174482473e+01
2.291025971044413723e+01 8.772860498599483137e+00
2.545584412271571040e+01 1.182372387650206846e+01
2.800142853498728002e+01 1.017571923591164484e+01
3.054701294725884964e+01 7.639119589303553504e+00
3.309259735953042281e+01 8.466798811777564993e+00
3.563818177180199598e+01 5.061676909755090215e+00
3.818376618407356204e+01 5.020559500164585742e+00
4.072935059634513522e+01 4.994885067812066204e+00
4.327493500861670839e+01 6.495069789913998193e+00
4.582051942088827445e+01 3.724156451187734529e+00
4.836610383315984762e+01 2.576181543461283141e+00
5.091168824543142080e+01 3.179762965348432946e+00
5.345727265770298686e+01 3.102327661831710159e+00
5.600285706997456003e+01 3.183073811154480293e+00
5.854844148224613321e+01 3.206550636844523794e+00
6.109402589451769927e+01 3.420279159979293215e+00
6.363961030678927244e+01 2.332157334285940298e+00
6.618519471906084561e+01 2.009897454471375244e+00
6.873077913133241168e+01 1.750685149518667938e+00
7.127636354360399196e+01 2.633314774488626053e+00
7.382194795587555802e+01 2.287917878269235761e+00
7.636753236814712409e+01 2.321902240994858868e+00
7.891311678041870437e+01 1.823565363195490008e+00
8.145870119269027043e+01 2.271969691242266443e+00
8.400428560496183650e+01 1.790106185464640065e+00
8.654987001723341677e+01 2.035419148558577529e+00
8.909545442950498284e+01 2.355064386094625650e+00
9.164103884177654891e+01 1.575185500991827192e+00
9.418662325404812918e+01 1.841359980878904068e+00
9.673220766631969525e+01 1.510059844199810097e+00
9.927779207859126132e+01 1.566622850259501432e+00
1.018233764908628416e+02 1.419588313564782212e+00
1.043689609031344077e+02 1.401543226063265424e+00
1.069145453154059737e+02 1.459490122101067655e+00
1.094601297276775540e+02 1.560115032757489084e+00
1.120057141399491201e+02 1.592593322869194417e+00
1.145512985522206861e+02 1.818736334237117003e+00
1.170968829644922664e+02 1.615538917189322632e+00
1.196424673767638325e+02 1.135982227651521015e+00
1.221880517890353985e+02 1.496680268656634727e+00
